RESTAURANT_ID,RESTAURANT_NAME,RESTAURANT_LOCATION,UserID,CUISINE_NAME,CUISINE_ID,UserID.1
18446418,Punjabii Tandoor,Faridabad,118,NorthIndian,27,792
9496,Shankar Sweets,Faridabad,761,Mithai,28,797
312967,Tasty Bites,Faridabad,725,SouthIndian,27,283
18449815,The Street- Curries & Grills,Faridabad,109,NorthIndian,27,206
2680,Bakers Delight - The Atrium,Faridabad,169,Bakery,13,132
2679,On The Rocks - The  Atrium,Faridabad,519,FingerFood,2,903
8417,World Cafe - Vibe by The LaLiT Traveller,Faridabad,197,NorthIndian,27,286
309757,Chaudhary Ke Mashhoor Paranthe,Ghaziabad,66,NorthIndian,27,475
307903,Thakur Bakers,Ghaziabad,222,Bakery,13,815
313502,FoodByMom,Ghaziabad,265,NorthIndian,27,365
18409175,Mr. Brown,Ghaziabad,625,FastFood,12,271
18456342,Mitalis Kitchen,Ghaziabad,586,NorthIndian,27,198
18244229,The Big Scoop,Ghaziabad,153,IceCream,16,428
300713,9 Mars Lounge,Ghaziabad,832,NorthIndian,27,498
8623,Barista,Ghaziabad,531,Cafe,10,827
1318,Baskin Robbins,Ghaziabad,176,IceCream,8,312
311523,Burger King,Ghaziabad,804,Burger,25,678
8590,Cafe Coffee Day,Ghaziabad,688,Cafe,10,138
8583,Chinese X'Press,Ghaziabad,687,Chinese,4,577
300756,Cinch,Ghaziabad,407,NorthIndian,27,297
4239,Costa Coffee,Ghaziabad,171,Cafe,10,257
18168161,Domino's Pizza,Ghaziabad,136,Pizza,15,304
18381223,Dosa X'press,Ghaziabad,150,SouthIndian,27,25
18034077,Kebab Xpress,Ghaziabad,136,NorthIndian,27,610
3824,Let's Noodle,Ghaziabad,65,Chinese,4,824
2572,McDonald's,Ghaziabad,726,FastFood,12,705
8595,Mx Corn,Ghaziabad,877,FastFood,12,894
309702,Dunkin' Donuts,Ghaziabad,10,Burger,25,852
8601,Haldiram's,Ghaziabad,177,NorthIndian,27,70
1683,Pind Balluchi,Ghaziabad,472,NorthIndian,27,143
301670,Maini Restaurant,Ghaziabad,288,NorthIndian,27,784
17953902,The Dosa King,Ghaziabad,948,SouthIndian,27,933
130409,Baba Au Rhum,Goa,606,Italian,11,956
130275,Burger Factory,Goa,224,FastFood,12,596
130332,Club Cubana,Goa,863,FingerFood,29,777
130230,Curlies,Goa,101,Continental,10,220
16519268,La Plage,Goa,1,Seafood,3,127
16512186,St. Anthony's,Goa,728,NorthIndian,27,973
16512333,Britto's Bar & Restaurant,Goa,396,NorthIndian,27,748
16512336,Fat Fish,Goa,627,NorthIndian,27,213
16519168,Martin's Corner,Goa,247,Goan,20,348
130021,Infantaria,Goa,278,Italian,11,824
130567,Souza Lobo,Goa,29,NorthIndian,27,869
130008,Fisherman's Cove,Goa,993,Goan,5,785
16519267,Calamari,Goa,82,Goan,4,680
130535,The Fisherman's Wharf,Goa,688,Continental,11,621
130699,LPK Waterfront,Goa,226,FingerFood,10,511
16512168,Ritz Classic,Goa,658,Goan,30,374
130888,The Black Sheep Bistro,Goa,183,Seafood,3,385
16519231,Cafe Al Fresco by Cantina Bodega,Goa,65,Cafe,10,178
16541849,The Fisherman's Wharf,Goa,402,Continental,22,680
18022206,Antares,Goa,684,Seafood,3,667
18396451,K Lab,Gurgaon,667,Cafe,10,318
18237941,Pind Balluchi,Gurgaon,264,NorthIndian,27,536
2787,Punjab Grill,Gurgaon,970,NorthIndian,27,631
3431,Zambar,Gurgaon,301,SouthIndian,27,667
303699,Cakes & More,Gurgaon,249,Bakery,13,773
5915,Kwality Wall's Swirl's,Gurgaon,126,IceCream,9,530
7076,Yo! Dimsum,Gurgaon,515,Chinese,4,904
311866,Mx Corn,Gurgaon,85,FastFood,12,575
300439,Red,Gurgaon,708,Japanese,2,180
18458334,Rocketchefs,Gurgaon,182,Pizza,15,166
18353710,The Fresh Chicken Store,Gurgaon,537,RawMeats,29,959
18291229,Achoos Food Corner,Gurgaon,939,SouthIndian,27,270
18398616,Aha Bites,Gurgaon,747,FastFood,12,42
18430561,Ancient Spice,Gurgaon,618,NorthIndian,27,779
18445248,Chimney - The Takeaway,Gurgaon,265,NorthIndian,27,101
18313132,Costa Coffee,Gurgaon,320,Cafe,10,880
18433874,Good to Go,Gurgaon,407,RawMeats,15,850
18291231,Gopi Sweets & Caters,Gurgaon,296,Mithai,26,26
18477541,Late Night Food,Gurgaon,30,NorthIndian,27,577
18352271,Lavi Foji Dhaba,Gurgaon,65,NorthIndian,27,392
18291233,Narayan Fast Food Home,Gurgaon,331,NorthIndian,27,193
18441809,OMG Kitchenz,Gurgaon,850,SouthIndian,27,55
18349508,OMG Tiffinz,Gurgaon,116,NorthIndian,27,286
18217127,Sardarji Chicken Point,Gurgaon,752,NorthIndian,27,546
18471335,Solty Hotel,Gurgaon,832,NorthIndian,27,846
18458335,Tanishk Gourmet Indian,Gurgaon,104,NorthIndian,27,937
18429842,The Burger Chef,Gurgaon,123,FastFood,12,461
5904,Club Tokyo - Best Western Skycity Hotel,Gurgaon,789,Japanese,2,590
5876,Lattitude - Skycity Hotel,Gurgaon,943,NorthIndian,27,118
872,Bisque Bakery,Gurgaon,328,Bakery,13,34
18365849,Behrouz Biryani,Gurgaon,248,Biryani,18,632
227,Domino's Pizza,Gurgaon,823,Pizza,15,183
3446,Giani,Gurgaon,163,IceCream,19,789
300100,PizzaVito,Gurgaon,654,Italian,11,911
8597,Shawarma House,Gurgaon,519,Lebanese,24,573
3449,Subway,Gurgaon,655,American,8,557
303749,Asian Bistro,Gurgaon,282,Chinese,4,128
18349898,BBQ Factory,Gurgaon,21,NorthIndian,27,194
18349892,Faaso's,Gurgaon,581,NorthIndian,27,334
18425752,Chaayos,Gurgaon,245,Cafe,10,417
7507,Mosaic - Country Inn & Suites,Gurgaon,59,NorthIndian,27,255
300490,60 ML - Country Inn & Suites by Carlson,Gurgaon,545,FingerFood,9,407
300488,Mosaic - Country Inn & Suites by Carlson,Gurgaon,219,Continental,20,992
18306521,Big Shot Bar - Country Inn & Suites,Gurgaon,758,Chinese,4,141
309090,Mosaic - Country Inn & Suites By Carlson,Gurgaon,206,NorthIndian,27,672
18441709,Downtown Kitchen & Bar - Courtyard by Marriott,Gurgaon,339,Chinese,4,544
18441707,Courtyard Grill - Courtyard by Marriott,Gurgaon,992,Chinese,4,202
304832,Di Ghent Boulangerie,Gurgaon,130,Cafe,10,856
311297,Khyen Chyen,Gurgaon,438,Kashmiri,15,69
303858,The Pint Room,Gurgaon,720,FingerFood,16,706
302288,Tughlaq,Gurgaon,119,NorthIndian,27,344
18233573,Big Wong XL,Gurgaon,585,Chinese,4,724
309015,Bunker,Gurgaon,710,Continental,16,230
18382344,Culture Cafe,Gurgaon,370,Mediterranean,14,945
18254537,Nowhere Terrace Brewpub Cafe,Gurgaon,20,Continental,6,706
4358,Cafe G - Crowne Plaza,Gurgaon,22,NorthIndian,27,72
2443,Wildfire - Crowne Plaza,Gurgaon,856,SouthAmerican,8,140
270,Isabella,Gurgaon,6,NorthIndian,27,544
309252,Fatburger,Gurgaon,298,American,8,811
18303709,Burma Burma,Gurgaon,749,Asian,5,56
18409224,Pier 38,Gurgaon,793,Persian,4,485
18277179,Yum Yum Cha,Gurgaon,690,Chinese,4,737
308570,Amici Cafe,Gurgaon,774,Cafe,10,848
308263,Au Bon Pain,Gurgaon,572,Cafe,10,359
306133,California Pizza Kitchen,Gurgaon,404,Pizza,15,325
306142,Chai Point,Gurgaon,795,Tea,19,374
308609,Cherry Comet,Gurgaon,100,IceCream,4,401
18383453,Circus,Gurgaon,547,NorthIndian,27,664
305478,Dunkin' Donuts,Gurgaon,474,Burger,25,631
308357,Holy Smoke,Gurgaon,715,Steak,26,979
306128,Italiano,Gurgaon,101,Italian,11,328
308020,Krispy Kreme,Gurgaon,789,Desserts,21,712
309883,Not Just Paranthas,Gurgaon,195,NorthIndian,27,392
306132,Oh! Calcutta,Gurgaon,48,Bengali,15,783
306956,Olive Bistro,Gurgaon,691,Mediterranean,26,176
305862,Pita Pit,Gurgaon,138,HealthyFood,30,8
307309,Raasta,Gurgaon,152,Continental,10,328
306131,Red Mango,Gurgaon,599,Cafe,10,877
306127,Rred Hot Asian Bistro,Gurgaon,670,Chinese,4,876
313149,Smaaash,Gurgaon,420,NorthIndian,27,219
306001,Starbucks,Gurgaon,289,Cafe,10,6
308016,Sutra Gastropub,Gurgaon,584,Mediterranean,26,384
18336509,Taco Bell,Gurgaon,138,Mexican,18,96
18336176,The People & Co.,Gurgaon,404,Continental,29,727
18383472,Theobroma,Gurgaon,212,Bakery,13,758
18292448,Wendy's,Gurgaon,505,Burger,25,966
306134,The Wine Company,Gurgaon,237,Italian,11,572
306946,Cafe Delhi Heights,Gurgaon,921,Continental,23,938
18289242,Cyber Hub Social,Gurgaon,488,Continental,12,230
18277030,Delifrance - The France Cafe Bakery,Gurgaon,495,Cafe,10,424
306153,Dhaba By Claridges,Gurgaon,253,NorthIndian,27,603
308022,Farzi Cafe,Gurgaon,12,ModernIndian,27,770
305905,Hard Rock Cafe,Gurgaon,593,Mediterranean,26,354
18245277,Instapizza,Gurgaon,388,Pizza,15,878
305670,Made In Punjab,Gurgaon,375,NorthIndian,27,131
305815,Nando's,Gurgaon,913,Portuguese,18,513
18208920,Quaff,Gurgaon,691,American,8,115
306046,SodaBottleOpenerWala,Gurgaon,695,Parsi,11,252
18381226,The Grill Mill,Gurgaon,317,NorthIndian,27,625
4992,Knight Rider,Gurgaon,986,NorthIndian,27,932
300749,Chaayos,Gurgaon,892,Cafe,10,711
278,Nooba,Gurgaon,10,Chinese,4,80
225,Domino's Pizza,Gurgaon,191,Pizza,15,78
18337929,Indigo Delicatessen,Gurgaon,955,European,6,845
5960,Escape Terrace Bar Kitchen,Gurgaon,954,FingerFood,11,505
1664,Kwaliti,Gurgaon,159,NorthIndian,27,944
157,Subway,Gurgaon,620,American,8,15
18235155,Burger Point,Gurgaon,154,Burger,25,860
310211,Chaat Chowk,Gurgaon,186,StreetFood,5,138
3346,Chef Style,Gurgaon,666,NorthIndian,27,452
310854,Delhicacy,Gurgaon,439,StreetFood,28,170
18247015,Dimsum & Co.,Gurgaon,950,Chinese,4,773
309387,Instapizza,Gurgaon,484,Pizza,15,74
7418,L'Opera,Gurgaon,97,Bakery,13,268
1455,Lazeez Food,Gurgaon,862,Mughlai,24,871
18241867,Le Marche Sugar & Spice Cafe,Gurgaon,407,Cafe,10,492
308889,The Breakfast Club,Gurgaon,667,Continental,11,11
4620,Sugar & Spice - Le Marche,Gurgaon,557,Bakery,13,996
18322666,Crudo Juicery,Gurgaon,145,Beverages,23,970
311718,Fork with Stick,Gurgaon,203,Chinese,4,795
18255106,Uptown Fresh Beer Cafe,Gurgaon,284,FingerFood,8,766
4876,Barista,Gurgaon,623,Cafe,10,553
631,Cafe Coffee Day,Gurgaon,466,Cafe,10,205
226,Domino's Pizza,Gurgaon,569,Pizza,15,402
8805,Italiano,Gurgaon,323,Italian,11,18
3540,McDonald's,Gurgaon,425,FastFood,12,56
311579,Parantha Gurus,Gurgaon,996,NorthIndian,27,703
303709,Pizza Hut Delivery,Gurgaon,321,Italian,11,613
18391156,Sibang Bakery,Gurgaon,721,Bakery,13,590
301319,Sonya Bakery Cafe,Gurgaon,990,Bakery,13,962
158,Subway,Gurgaon,563,American,8,273
1360,Viva Hyderabad,Gurgaon,38,Biryani,1,139
310737,7 Barrel Brew Pub,Gurgaon,776,NorthIndian,27,318
4762,Wai Yu Mun Ching,Gurgaon,470,Chinese,4,183
311736,Baskin Robbins,Gurgaon,296,IceCream,5,285
311116,KFC,Gurgaon,527,American,8,471
3483,Burmese Kitchen Plus,Gurgaon,676,Burmese,12,535
18308025,Drinks Come True,Gurgaon,281,Beverages,23,146
307272,Eat All Nite,Gurgaon,324,NorthIndian,27,365
18025115,Frontier,Gurgaon,279,Bakery,13,810
18454285,GenY Cuisines,Gurgaon,725,Chinese,4,97
1687,K Raga's,Gurgaon,9,NorthIndian,27,320
308605,Kangri,Gurgaon,900,Kashmiri,19,543
18422652,Makhmali Kebabs,Gurgaon,657,Mughlai,7,95
18131568,Masala Ville,Gurgaon,789,NorthIndian,27,76
18034048,Night Food Xprs,Gurgaon,817,Chinese,4,584
18138457,Roti Boti,Gurgaon,863,NorthIndian,27,9
313272,Sama Chicken Biryani,Gurgaon,155,Biryani,28,629
9778,Subway,Gurgaon,961,American,8,949
312523,The Rolling Pin Bakery,Gurgaon,607,Bakery,13,254
18424575,Weird Time Food,Gurgaon,719,Continental,29,811
18204463,Twigly,Gurgaon,326,Continental,18,741
307627,Asian Haus,Gurgaon,749,Chinese,4,701
301302,Beyond Breads,Gurgaon,512,Bakery,13,360
312995,Biryani By Kilo,Gurgaon,963,Biryani,17,89
308577,Captain Grub,Gurgaon,610,American,8,76
313376,Pita Pit,Gurgaon,366,HealthyFood,11,818
312536,Rawleaf,Gurgaon,476,HealthyFood,23,600
310385,Sushi Haus,Gurgaon,127,Japanese,2,543
18464003,Eggzellent,Gurgaon,763,FastFood,12,533
18349915,High On Tea,Gurgaon,459,Cafe,10,190
18299228,Sona Bridge Hotel,Gurgaon,675,Chinese,4,316
18034074,Yo! Dimsum,Gurgaon,368,FastFood,12,374
311080,Angrezee Choupal,Gurgaon,362,NorthIndian,27,887
18462603,Ashoka Snacks Corner,Gurgaon,666,StreetFood,20,142
18481295,Chefoncalls,Gurgaon,597,NorthIndian,27,936
18472765,Corp Kitchen,Gurgaon,644,NorthIndian,27,618
18499452,Good Food,Gurgaon,959,HealthyFood,13,215
18500652,Mahek By Greenz,Gurgaon,850,NorthIndian,27,911
18361580,Pao King,Gurgaon,789,StreetFood,2,122
18417487,Prabhat Fast Food Corner,Gurgaon,770,Chinese,4,634
18462605,Shama Chicken Corner,Gurgaon,966,Mughlai,27,218
18462609,Unique Food Hut,Gurgaon,385,FastFood,12,445
3565,A 1 - Snacks and food corner,Gurgaon,95,NorthIndian,27,634
18367364,Anandum,Gurgaon,577,SouthIndian,27,779
1028,Apni Rasoi,Gurgaon,425,NorthIndian,27,106
308673,Banke Bihari Bhojanalay,Gurgaon,152,Mithai,9,623
18383473,Biryani 365,Gurgaon,777,Mughlai,25,813
18444416,Bro's Kitchenette,Gurgaon,648,FastFood,12,848
18161609,Cafe Coffee Day,Gurgaon,57,Cafe,10,900
611,Cafe Coffee Day,Gurgaon,995,Cafe,10,438
18322677,Cafe Du Rendezvous,Gurgaon,753,Cafe,10,431
18204847,Cake 24x7,Gurgaon,638,Bakery,13,915
308044,Cake On Wheels,Gurgaon,55,Bakery,13,84
18294819,Cake Point,Gurgaon,325,Bakery,13,156
309697,Cake Point,Gurgaon,683,Bakery,13,63
18444353,Cakes Degree,Gurgaon,729,Bakery,13,169
304185,Chateau Garlic,Gurgaon,405,NorthIndian,27,923
18383489,Chennai Express,Gurgaon,214,SouthIndian,27,522
312022,Crust N Cakes,Gurgaon,528,Bakery,13,698
18425765,Dabba Meat,Gurgaon,86,NorthIndian,27,309
2827,Deepak Rasoi,Gurgaon,642,NorthIndian,27,681
18223957,Foodaucity - Bum Bum Bholey Ke Chole Bhature,Gurgaon,671,StreetFood,30,275
18492107,Foodies Nation,Gurgaon,937,Chinese,4,163
300074,Goli Vada Pav No. 1,Gurgaon,724,StreetFood,2,86
305096,Grandma's Kitchen,Gurgaon,621,NorthIndian,27,364
18336206,Gurgaon Hights,Gurgaon,632,NorthIndian,27,441
303094,Idliss,Gurgaon,839,SouthIndian,27,111
306858,Indian Home Food,Gurgaon,454,NorthIndian,27,711
312562,Jetha Lal Ka Dhabha,Gurgaon,742,NorthIndian,27,456
307935,Kusum Rolls,Gurgaon,495,FastFood,12,956
302184,Megha Vaishno Dhaba,Gurgaon,960,NorthIndian,27,48
1694,Nikhil Food Point,Gurgaon,307,Chinese,4,456
309541,Plan B,Gurgaon,890,NorthIndian,27,247
18161587,Punjabi Zaika,Gurgaon,971,NorthIndian,27,628
18258475,Rasoi,Gurgaon,400,NorthIndian,27,882
313209,Roll's Royce,Gurgaon,823,FastFood,12,264
302229,Shree Bikaner Misthan Bhandar,Gurgaon,335,StreetFood,10,304
18441196,Smokey Pan,Gurgaon,575,NorthIndian,27,196
18398610,Surprise O Meal,Gurgaon,390,Continental,27,212
18237322,Tandoor on The Way,Gurgaon,694,FastFood,12,421
309696,Tawa N Tandoor,Gurgaon,422,NorthIndian,27,395
18357544,The Paradise Biryani,Gurgaon,747,Biryani,10,240
18431563,The Royal,Gurgaon,879,FastFood,12,940
18337747,Theka Desi Khaana,Gurgaon,817,NorthIndian,27,737
18258477,Tobasco Kitchen,Gurgaon,296,FastFood,12,41
18396189,Tpot,Gurgaon,307,FastFood,12,182
6915,Uncle's Cafe,Gurgaon,984,NorthIndian,27,603
18233576,Welcome Cafeteria,Gurgaon,162,NorthIndian,27,200
18256890,Yo Yo China Town,Gurgaon,103,Chinese,4,923
18384115,Caterspoint,Gurgaon,648,Mexican,18,280
18352208,Bake-a-boo,Gurgaon,223,Bakery,13,658
4171,Burger Hut,Gurgaon,848,Burger,25,771
18238279,China Gatherings,Gurgaon,614,Chinese,4,550
18286517,Crazy Bhukkhad,Gurgaon,225,NorthIndian,27,147
575,Deez Biryani & Kebabs,Gurgaon,981,Biryani,27,153
18280305,Fomads,Gurgaon,742,NorthIndian,27,887
18359286,Happy Beings,Gurgaon,933,NorthIndian,27,721
18450609,InstaDozza,Gurgaon,54,SouthIndian,27,496
18237324,Mom's Kitchen,Gurgaon,428,NorthIndian,27,274
18461214,The Baker's Bar  ... Bakery & Cafe,Gurgaon,801,Italian,11,605
18294226,Veg Ex,Gurgaon,776,NorthIndian,27,74
18383513,Volt - By Plan B,Gurgaon,652,Mediterranean,9,627
18372311,ZASTY,Gurgaon,367,Continental,8,868
4172,Aahar,Gurgaon,883,NorthIndian,27,575
310525,Chicken Bytes,Gurgaon,314,NorthIndian,27,942
300054,Flying Cakes,Gurgaon,728,Bakery,13,679
301278,Punjabi Tadka,Gurgaon,953,NorthIndian,27,122
18451182,Coldpress Company,Gurgaon,298,HealthyFood,13,525
18384142,Crudo Juicery,Gurgaon,989,Beverages,23,354
18241498,First Eat,Gurgaon,581,HealthyFood,30,496
18265384,Zoe,Gurgaon,531,Juices,22,305
311494,Dabba Meat,Gurgaon,940,NorthIndian,27,555
7078,Kashmiri Kitchen,Gurgaon,178,Kashmiri,18,524
307185,Rumi's Kitchen,Gurgaon,972,Biryani,26,410
18371404,Baking Bad,Gurgaon,562,Italian,11,288
18281982,Bamboo Boat,Gurgaon,716,Japanese,2,808
311725,Big Jack's,Gurgaon,53,Continental,16,238
18365994,Kebab Gali,Gurgaon,902,NorthIndian,27,608
18254524,Lucknow Mail,Gurgaon,355,Awadhi,22,838
18070480,Monster's Cafe,Gurgaon,233,Continental,18,220
312261,Monty's Chicken Wings,Gurgaon,497,FastFood,12,782
18433890,My Country Platter,Gurgaon,282,Asian,5,805
18138434,SARA World Cuisine,Gurgaon,713,Italian,11,917
303100,Wah! Amritsar,Gurgaon,400,NorthIndian,27,138
18025125,World In A Box,Gurgaon,358,HealthyFood,6,266
18425140,Bun Intended,Gurgaon,731,Burger,25,689
18241497,Cafe Gatherings,Gurgaon,793,Cafe,10,26
18153541,Cafe Soul Garden,Gurgaon,170,Cafe,10,815
18339049,Food O Gram,Gurgaon,646,NorthIndian,27,334
18232093,Happy Hakka,Gurgaon,643,Chinese,4,926
18361762,Kaiser,Gurgaon,942,NorthIndian,27,293
18025098,Pizza Central,Gurgaon,695,FastFood,12,651
18337913,Tasty Fare,Gurgaon,480,American,8,247
18138446,Burger Point,Gurgaon,561,Burger,25,667
18383447,Drifters Cafe,Gurgaon,125,Chinese,4,293
18381262,Oh! Fudge,Gurgaon,795,Bakery,13,157
18349894,Anjlika,Gurgaon,175,Bakery,13,115
304552,IZU,Gurgaon,837,Japanese,2,628
4618,Sugar & Spice - Le Marche,Gurgaon,507,Bakery,13,135
307366,Bizibean,Gurgaon,210,Cafe,10,593
18366026,ChandChini,Gurgaon,452,NorthIndian,27,201
9895,Coffee & Chai Co.,Gurgaon,968,Italian,11,795
18453035,Greek Food & Beyond,Gurgaon,201,Greek,15,825
302455,Mediumwelldone,Gurgaon,260,American,8,935
308248,Sonya Bakery Cafe,Gurgaon,149,Bakery,13,982
313047,Soul & Spice Co.,Gurgaon,315,NorthIndian,27,788
8241,7 Degrees Brauhaus,Gurgaon,895,Continental,5,389
18341926,Cafe Amaretto,Gurgaon,322,Cafe,10,214
308023,Sibang Bakery,Gurgaon,516,Bakery,13,526
311486,The Hangout by 1861,Gurgaon,988,Continental,27,620
18138430,The Mad Teapot/The Wishing Chair,Gurgaon,776,Cafe,10,413
18361778,Ninkasi Imperial Brews & Cookery,Gurgaon,308,NorthIndian,27,110
9742,Zaffran,Gurgaon,187,NorthIndian,27,520
7518,Spiritual Bar & Lounge-DoubleTree by Hilton,Gurgaon,261,Pizza,15,223
7516,The Food Store - DoubleTree by Hilton,Gurgaon,773,European,6,489
3586,Barista,Gurgaon,76,Cafe,10,161
313264,Burger King,Gurgaon,824,Burger,25,105
311805,Club Mojo,Gurgaon,577,NorthIndian,27,141
308897,KFC,Gurgaon,890,American,8,132
2825,Not Just Paranthas,Gurgaon,812,NorthIndian,27,524
9674,Shree Rathnam,Gurgaon,420,SouthIndian,27,60
18276997,Mogli's Coffee,Gurgaon,324,Cafe,10,225
18336180,Pind Balluchi,Gurgaon,167,NorthIndian,27,198
311061,Sip n Bite,Gurgaon,149,NorthIndian,27,571
18312471,Abar Khabo,Gurgaon,500,Bengali,3,893
18378048,Moti Mahal Delux,Gurgaon,296,NorthIndian,27,470
18462584,The Lost Mughal,Gurgaon,217,NorthIndian,27,95
5019,Fortune Deli - Fortune Select Excalibur,Gurgaon,722,Bakery,13,915
4719,India on my Plate - Fortune Select Excalibur,Gurgaon,564,NorthIndian,27,266
305400,Orchid - Fortune Select Global,Gurgaon,643,NorthIndian,27,576
309141,Hungry Buffoons,Gurgaon,525,NorthIndian,27,744
302880,Karim's,Gurgaon,460,Mughlai,6,963
303960,Manhattan Brewery & Bar Exchange,Gurgaon,278,FingerFood,4,446
9773,Di Miso,Gurgaon,854,Korean,9,840
309125,Kuuraku,Gurgaon,78,Japanese,2,218
18463965,Vapour Bar Exchange,Gurgaon,825,Continental,8,293
18408054,19 Flavours Biryani,Gurgaon,202,Mughlai,11,765
2091,Bhai Ji Foods,Gurgaon,531,NorthIndian,27,173
305790,Captain Bill$ Deliverz,Gurgaon,523,NorthIndian,27,485
3445,Curry n Phulka,Gurgaon,848,NorthIndian,27,660
312111,Jaguar,Gurgaon,885,Chinese,4,133
2475,Jalsa Lounge,Gurgaon,219,NorthIndian,27,142
18361772,Lord of Grillz,Gurgaon,225,Chinese,4,466
308553,Midnight Cravings Beyond Control,Gurgaon,632,NorthIndian,27,861
307043,Outback,Gurgaon,687,Continental,24,73
307304,The Cinnamon Kitchen,Gurgaon,287,NorthIndian,27,757
18427868,Dudleys,Gurgaon,152,American,8,924
2148,56 Ristorante Italiano,Gurgaon,683,Italian,11,31
18450874,All Time Cafe,Gurgaon,952,NorthIndian,27,251
18408063,Baba's,Gurgaon,389,NorthIndian,27,430
18393697,Chilli Indiana,Gurgaon,91,Italian,11,341
8931,Go Kylin,Gurgaon,692,Japanese,2,608
306880,Just for Chai,Gurgaon,982,Cafe,10,261
18408031,Kabab Mistri,Gurgaon,607,NorthIndian,27,935
304897,Nashta,Gurgaon,513,HealthyFood,22,441
309136,Nooba,Gurgaon,599,Chinese,4,504
307580,Side Wok,Gurgaon,11,Burmese,19,437
18430557,Takamaka,Gurgaon,648,NorthIndian,27,255
18441771,The Ark,Gurgaon,824,Seafood,3,532
18460311,The Gathering Hut,Gurgaon,685,NorthIndian,27,196
18161583,Wangchuk's Ladakhi Kitchen,Gurgaon,319,Tibetan,21,109
18237346,Daawat-e-Kashmir,Gurgaon,96,Kashmiri,11,99
311662,La Pino'z Pizza,Gurgaon,603,Pizza,15,480
18430602,The Diet Kitchen,Gurgaon,243,Continental,19,17
5172,Om Sweets & Snacks,Gurgaon,22,NorthIndian,27,409
6643,Subway,Gurgaon,594,American,8,202
300978,Taste of Tamil Nadu,Gurgaon,728,SouthIndian,27,71
311640,The Bridge - Hotel Clark Inn Gurgaon,Gurgaon,395,NorthIndian,27,192
311629,Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,Gurgaon,625,NorthIndian,27,908
303430,Gardenia - Hotel Grenville,Gurgaon,166,NorthIndian,27,472
303486,Call For Cuisine - Hotel Grenville,Gurgaon,226,NorthIndian,27,790
309423,Armory - Hotel Haut.Monde,Gurgaon,432,FingerFood,14,42
309421,Citron - Hotel Haut.Monde,Gurgaon,399,NorthIndian,27,966
308390,Gabbar Meals,Gurgaon,445,NorthIndian,27,972
308473,McDonald's,Gurgaon,955,FastFood,12,996
308997,Crust Bistro,Gurgaon,617,Italian,11,325
308470,Dunkin' Donuts,Gurgaon,426,Burger,25,786
308477,Kabab Roll Cafe,Gurgaon,697,NorthIndian,27,108
307786,Starbucks,Gurgaon,326,Cafe,10,614
308447,Eggers Madhouse,Gurgaon,346,FastFood,12,297
17977796,Gallery Cafí© - Hyatt Place,Gurgaon,965,Cafe,10,483
17977757,Coffee to Cocktail Bar - Hyatt Place,Gurgaon,384,DrinksOnly,15,971
4256,Spice It - Hotel IBIS,Gurgaon,513,FastFood,12,27
18306548,Nukkadwala,Gurgaon,363,FastFood,12,860
5032,Power Play Resto Bar,Gurgaon,633,NorthIndian,27,106
7472,Daikichi,Gurgaon,216,Japanese,2,490
302336,The Atrium - By Jukaso It Suites,Gurgaon,891,Asian,5,721
8413,Delhi - Kingdom of Dreams,Gurgaon,860,StreetFood,18,876
8437,Lucknow - Kingdom of Dreams,Gurgaon,360,Lucknowi,30,711
8019,Longitude 77ŒÁ03' Bar - Le Meridien Gurgaon,Gurgaon,235,FingerFood,21,677
307416,I-Kandy - Le Meridien Gurgaon,Gurgaon,213,FingerFood,25,637
18369743,Bella Cucina - Le Meridien Gurgaon,Gurgaon,545,Italian,11,167
307533,Bar Code - Leisure Inn,Gurgaon,579,FingerFood,5,909
307225,Bites - Leisure Inn,Gurgaon,544,NorthIndian,27,137
307426,Outback Bar and Grill - Leisure Inn,Gurgaon,995,NorthIndian,27,182
6700,Citrus Cafe - Lemon Tree Premier,Gurgaon,99,NorthIndian,27,872
300538,Ammu's South Indian Restaurant,Gurgaon,771,SouthIndian,27,956
4879,Barista,Gurgaon,833,Cafe,10,467
18198441,Bengali By Nature,Gurgaon,605,FastFood,12,735
18334445,Burger Planet,Gurgaon,440,NorthIndian,27,758
302920,Cafe Coffee Day,Gurgaon,876,Cafe,10,940
18430882,Chini Bowl,Gurgaon,546,Chinese,4,670
313204,E Yum,Gurgaon,911,Continental,23,620
303477,Handi X-Press,Gurgaon,645,NorthIndian,27,736
5230,Ion Club & Dining Lounge,Gurgaon,258,Continental,15,524
3582,Komachi,Gurgaon,263,Japanese,2,185
303470,Mehfil-e-Handi,Gurgaon,334,NorthIndian,27,279
429,Mezbaan's,Gurgaon,171,NorthIndian,27,106
18034040,Mini Mahal Delux,Gurgaon,140,NorthIndian,27,935
17953932,Pita Pan,Gurgaon,711,Arabian,16,833
312668,SBar Club & Lounge,Gurgaon,236,FingerFood,9,712
997,China Club,Gurgaon,246,Chinese,4,31
2144,Coriander Leaf,Gurgaon,83,Mughlai,28,895
305682,Doughlicious,Gurgaon,825,Bakery,13,702
17953934,FreshMenu,Gurgaon,41,Italian,11,783
3855,L'Angoor,Gurgaon,565,American,8,999
310445,The Cakelicious Factory,Gurgaon,8,Bakery,13,797
892,Green's,Gurgaon,329,Chinese,4,874
